# file...... output/grp_rec_pB.csv
# date...... Fri Apr 22 10:50:02 2022
# user...... nathangray
# host...... (null)
# group..... class=overhead_line
# property.. power_in_B
# limit..... 0
# interval.. 1
# timestamp,oh_line_1_2,oh_line_2_3,oh_line_3_4,oh_line_3_5,oh_line_3_9,oh_line_5_6,oh_line_5_7,oh_line_7_8,oh_line_9_10,oh_line_10_14,oh_line_10_11,oh_line_10_15,oh_line_11_16,oh_line_15_36,oh_line_15_20,oh_line_16_13,oh_line_16_12,oh_line_17_18,oh_line_17_19,oh_line_20_21,oh_line_20_23,oh_line_21_22,oh_line_23_24,oh_line_23_25,oh_line_25_26,oh_line_25_27,oh_line_27_28,oh_line_27_30,oh_line_28_29,oh_line_28_33,oh_line_29_35,oh_line_30_31,oh_line_31_32,oh_line_32_119,oh_line_33_34,oh_line_36_17,oh_line_37_38,oh_line_37_42,oh_line_38_39,oh_line_38_40,oh_line_40_41,oh_line_42_43,oh_line_42_44,oh_line_44_45,oh_line_44_46,oh_line_46_47,oh_line_46_49,oh_line_47_48,oh_line_49_50,oh_line_49_51,oh_line_51_52,oh_line_52_53,oh_line_54_55,oh_line_55_56,oh_line_56_57,oh_line_56_59,oh_line_57_58,oh_line_59_60,oh_line_59_62,oh_line_60_61,oh_line_62_63,oh_line_62_64,oh_line_64_65,oh_line_65_66,oh_line_66_67,oh_line_67_68,oh_line_69_70,oh_line_69_74,oh_line_69_99,oh_line_70_71,oh_line_71_72,oh_line_72_73,oh_line_74_75,oh_line_74_78,oh_line_75_76,oh_line_76_77,oh_line_78_79,oh_line_78_88,oh_line_79_80,oh_line_80_81,oh_line_80_82,oh_line_82_83,oh_line_83_84,oh_line_83_86,oh_line_84_85,oh_line_86_87,oh_line_88_89,oh_line_89_90,oh_line_89_91,oh_line_91_92,oh_line_91_93,oh_line_93_94,oh_line_93_95,oh_line_95_96,oh_line_95_97,oh_line_97_98,oh_line_99_100,oh_line_100_101,oh_line_101_102,oh_line_102_123,oh_line_103_104,oh_line_103_107,oh_line_104_105,oh_line_105_106,oh_line_107_108,oh_line_107_110,oh_line_108_109,oh_line_110_111,oh_line_110_121,oh_line_111_112,oh_line_112_113,oh_line_112_114,oh_line_114_115,oh_line_115_116,oh_line_118_37,oh_line_117_54,oh_line_53_120,oh_line_125_69,oh_line_124_103,oh_line_15_117,oh_line_20_118,oh_line_62_125,oh_line_99_124,oh_line_63_122
2001-08-01 12:02:57 PDT,638565.969804,638552.878888,21495.656667,-0.000000,616009.597633,0.000000,0.000000,0.000000,615484.287245,21322.263538,-0.000000,593752.230646,0.000000,-0.000000,90854.045399,0.000000,0.000000,0.000000,0.000000,-0.000000,-37716.970457,0.000000,42210.285553,-39948.713002,-0.000000,-39967.120971,-0.000000,-39988.506457,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,63034.938341,105284.853937,-0.000000,63013.877848,20981.925796,-0.000000,105205.947029,41928.615192,63213.991450,-0.000000,63172.896666,0.000000,33245.444928,33225.521183,-0.000000,-0.000000,541074.376429,540553.050405,20964.662576,519209.069022,20964.764922,62377.620320,455068.957096,20771.352973,-0.000000,72786.072176,72682.494104,72613.260076,-4181.611264,-0.000000,-0.000000,255731.771625,123572.653314,0.000000,0.000000,0.000000,-0.000000,255332.487663,0.000000,0.000000,81560.813887,142160.350729,40753.866772,-0.000000,40752.177535,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121644.449521,-0.000000,81007.045838,40498.394126,40478.409524,-0.000000,40472.969846,-0.000000,40471.925740,20229.253088,40953.076508,40945.131836,-0.000000,-0.000000,-0.000000,82539.379610,0.000000,0.000000,122558.323144,-0.000000,40759.548847,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128452.888246,541928.250371,-0.000000,379307.964009,82562.586131,541928.321259,128452.897863,379307.999399,82562.587983,-0.000000
2001-08-01 12:02:58 PDT,638565.969804,638552.878888,21495.656667,-0.000000,616009.597633,0.000000,0.000000,0.000000,615484.287245,21322.263538,-0.000000,593752.230646,0.000000,-0.000000,90854.045399,0.000000,0.000000,0.000000,0.000000,-0.000000,-37716.970457,0.000000,42210.285553,-39948.713002,-0.000000,-39967.120971,-0.000000,-39988.506457,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,63034.938341,105284.853937,-0.000000,63013.877848,20981.925796,-0.000000,105205.947029,41928.615192,63213.991450,-0.000000,63172.896666,0.000000,33245.444928,33225.521183,-0.000000,-0.000000,541074.376429,540553.050405,20964.662576,519209.069022,20964.764922,62377.620320,455068.957096,20771.352973,-0.000000,72786.072176,72682.494104,72613.260076,-4181.611264,-0.000000,-0.000000,255731.771625,123572.653314,0.000000,0.000000,0.000000,-0.000000,255332.487663,0.000000,0.000000,81560.813887,142160.350729,40753.866772,-0.000000,40752.177535,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121644.449521,-0.000000,81007.045838,40498.394126,40478.409524,-0.000000,40472.969846,-0.000000,40471.925740,20229.253088,40953.076508,40945.131836,-0.000000,-0.000000,-0.000000,82539.379610,0.000000,0.000000,122558.323144,-0.000000,40759.548847,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128452.888246,541928.250371,-0.000000,379307.964009,82562.586131,541928.321259,128452.897863,379307.999399,82562.587983,-0.000000
2001-08-01 12:02:59 PDT,638565.969804,638552.878888,21495.656667,-0.000000,616009.597633,0.000000,0.000000,0.000000,615484.287245,21322.263538,-0.000000,593752.230646,0.000000,-0.000000,90854.045399,0.000000,0.000000,0.000000,0.000000,-0.000000,-37716.970457,0.000000,42210.285553,-39948.713002,-0.000000,-39967.120971,-0.000000,-39988.506457,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,63034.938341,105284.853937,-0.000000,63013.877848,20981.925796,-0.000000,105205.947029,41928.615192,63213.991450,-0.000000,63172.896666,0.000000,33245.444928,33225.521183,-0.000000,-0.000000,541074.376429,540553.050405,20964.662576,519209.069022,20964.764922,62377.620320,455068.957096,20771.352973,-0.000000,72786.072176,72682.494104,72613.260076,-4181.611264,-0.000000,-0.000000,255731.771625,123572.653314,0.000000,0.000000,0.000000,-0.000000,255332.487663,0.000000,0.000000,81560.813887,142160.350729,40753.866772,-0.000000,40752.177535,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121644.449521,-0.000000,81007.045838,40498.394126,40478.409524,-0.000000,40472.969846,-0.000000,40471.925740,20229.253088,40953.076508,40945.131836,-0.000000,-0.000000,-0.000000,82539.379610,0.000000,0.000000,122558.323144,-0.000000,40759.548847,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128452.888246,541928.250371,-0.000000,379307.964009,82562.586131,541928.321259,128452.897863,379307.999399,82562.587983,-0.000000
2001-08-01 12:03:00 PDT,687962.967543,687948.854751,21490.803339,-0.000000,665340.253901,0.000000,0.000000,0.000000,664764.288620,21311.520725,-0.000000,643005.733457,0.000000,-0.000000,120478.206908,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.882414,0.000000,42167.323523,-34956.181064,-0.000000,-34971.916886,-0.000000,-34990.229179,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.169695,120026.550940,-0.000000,62944.141105,20958.727092,-0.000000,119940.519380,41878.740461,77991.502523,-0.000000,77947.479525,0.000000,38152.566463,38133.010112,-0.000000,-0.000000,555592.852356,555050.686278,20948.295611,533708.992529,20948.396345,62322.967183,469558.385021,20753.170003,-0.000000,77652.920435,77544.243873,77471.065729,765.804122,-0.000000,-0.000000,260416.595508,128393.567631,0.000000,0.000000,0.000000,-0.000000,260008.279609,0.000000,0.000000,81469.191316,142001.904029,40708.101813,-0.000000,40706.414701,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.078406,-0.000000,80916.998485,40453.359091,40433.456168,-0.000000,40428.026276,-0.000000,40426.981996,20206.795285,40907.747090,40899.816934,-0.000000,-0.000000,-0.000000,87399.748525,0.000000,0.000000,122416.762520,-0.000000,40712.564675,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.062293,556484.436471,-0.000000,388813.821116,87425.260197,556484.509880,148146.072754,388813.857695,87425.262185,-0.000000
2001-08-01 12:03:01 PDT,687962.909518,687948.796738,21490.803560,-0.000000,665340.206097,0.000000,0.000000,0.000000,664764.248228,21311.521203,-0.000000,643005.697534,0.000000,-0.000000,120478.191627,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.890008,0.000000,42167.324941,-34956.185573,-0.000000,-34971.921401,-0.000000,-34990.233700,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171859,120026.547767,-0.000000,62944.143289,20958.727824,-0.000000,119940.516465,41878.741975,77991.498343,-0.000000,77947.475494,0.000000,38152.565981,38133.009601,-0.000000,-0.000000,555592.847630,555050.683977,20948.296445,533708.990898,20948.397180,62322.969871,469558.384562,20753.170904,-0.000000,77652.919272,77544.242863,77471.064817,765.799627,-0.000000,-0.000000,260416.603737,128393.567392,0.000000,0.000000,0.000000,-0.000000,260008.288566,0.000000,0.000000,81469.195499,142001.910998,40708.103927,-0.000000,40706.416822,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.084559,-0.000000,80917.002641,40453.361194,40433.458255,-0.000000,40428.028373,-0.000000,40426.984098,20206.796338,40907.749140,40899.818996,-0.000000,-0.000000,-0.000000,87399.746478,0.000000,0.000000,122416.768749,-0.000000,40712.566768,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.056028,556484.426871,-0.000000,388813.829103,87425.258066,556484.500280,148146.066489,388813.865683,87425.260053,-0.000000
2001-08-01 12:03:02 PDT,687962.931088,687948.818303,21490.803482,-0.000000,665340.223992,0.000000,0.000000,0.000000,664764.263460,21311.521035,-0.000000,643005.711156,0.000000,-0.000000,120478.197352,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887234,0.000000,42167.324445,-34956.183937,-0.000000,-34971.919762,-0.000000,-34990.232059,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171102,120026.549059,-0.000000,62944.142525,20958.727568,-0.000000,119940.517664,41878.741445,77991.499982,-0.000000,77947.477079,0.000000,38152.566205,38133.009836,-0.000000,-0.000000,555592.849792,555050.685266,20948.296153,533708.991938,20948.396888,62322.968930,469558.385150,20753.170589,-0.000000,77652.919782,77544.243317,77471.065236,765.801296,-0.000000,-0.000000,260416.600984,128393.567596,0.000000,0.000000,0.000000,-0.000000,260008.285550,0.000000,0.000000,81469.194040,142001.908574,40708.103190,-0.000000,40706.416082,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082416,-0.000000,80917.001193,40453.360461,40433.457528,-0.000000,40428.027642,-0.000000,40426.983366,20206.795971,40907.748424,40899.818276,-0.000000,-0.000000,-0.000000,87399.747311,0.000000,0.000000,122416.766576,-0.000000,40712.566038,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.058469,556484.430787,-0.000000,388813.826555,87425.258928,556484.504196,148146.068930,388813.863135,87425.260916,-0.000000
2001-08-01 12:03:03 PDT,687962.923140,687948.810357,21490.803510,-0.000000,665340.217363,0.000000,0.000000,0.000000,664764.257786,21311.521094,-0.000000,643005.706061,0.000000,-0.000000,120478.195230,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.888242,0.000000,42167.324619,-34956.184528,-0.000000,-34971.920354,-0.000000,-34990.232652,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171367,120026.548551,-0.000000,62944.142793,20958.727658,-0.000000,119940.517190,41878.741631,77991.499354,-0.000000,77947.476471,0.000000,38152.566110,38133.009736,-0.000000,-0.000000,555592.848879,555050.684668,20948.296255,533708.991431,20948.396991,62322.969260,469558.384815,20753.170700,-0.000000,77652.919572,77544.243127,77471.065058,765.800681,-0.000000,-0.000000,260416.601911,128393.567488,0.000000,0.000000,0.000000,-0.000000,260008.286572,0.000000,0.000000,81469.194550,142001.909420,40708.103448,-0.000000,40706.416341,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.083164,-0.000000,80917.001699,40453.360717,40433.457782,-0.000000,40428.027898,-0.000000,40426.983622,20206.796099,40907.748675,40899.818528,-0.000000,-0.000000,-0.000000,87399.746984,0.000000,0.000000,122416.767336,-0.000000,40712.566293,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057538,556484.429245,-0.000000,388813.827374,87425.258591,556484.502654,148146.067999,388813.863954,87425.260578,-0.000000
2001-08-01 12:03:04 PDT,687962.926053,687948.813270,21490.803500,-0.000000,665340.219803,0.000000,0.000000,0.000000,664764.259884,21311.521074,-0.000000,643005.707952,0.000000,-0.000000,120478.196011,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887877,0.000000,42167.324558,-34956.184315,-0.000000,-34971.920141,-0.000000,-34990.232438,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171274,120026.548747,-0.000000,62944.142699,20958.727626,-0.000000,119940.517374,41878.741566,77991.499591,-0.000000,77947.476701,0.000000,38152.566149,38133.009777,-0.000000,-0.000000,555592.849249,555050.684925,20948.296219,533708.991655,20948.396955,62322.969144,469558.384974,20753.170661,-0.000000,77652.919656,77544.243204,77471.065130,765.800906,-0.000000,-0.000000,260416.601598,128393.567537,0.000000,0.000000,0.000000,-0.000000,260008.286225,0.000000,0.000000,81469.194371,142001.909124,40708.103358,-0.000000,40706.416251,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082903,-0.000000,80917.001522,40453.360628,40433.457693,-0.000000,40428.027808,-0.000000,40426.983532,20206.796054,40907.748587,40899.818440,-0.000000,-0.000000,-0.000000,87399.747110,0.000000,0.000000,122416.767070,-0.000000,40712.566204,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057889,556484.429840,-0.000000,388813.827110,87425.258721,556484.503249,148146.068350,388813.863690,87425.260708,-0.000000
2001-08-01 12:03:05 PDT,687962.924989,687948.812206,21490.803504,-0.000000,665340.218908,0.000000,0.000000,0.000000,664764.259112,21311.521081,-0.000000,643005.707254,0.000000,-0.000000,120478.195725,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.888009,0.000000,42167.324579,-34956.184392,-0.000000,-34971.920218,-0.000000,-34990.232515,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171307,120026.548673,-0.000000,62944.142732,20958.727638,-0.000000,119940.517303,41878.741589,77991.499502,-0.000000,77947.476615,0.000000,38152.566133,38133.009761,-0.000000,-0.000000,555592.849103,555050.684819,20948.296232,533708.991561,20948.396967,62322.969185,469558.384904,20753.170674,-0.000000,77652.919623,77544.243173,77471.065102,765.800824,-0.000000,-0.000000,260416.601704,128393.567516,0.000000,0.000000,0.000000,-0.000000,260008.286343,0.000000,0.000000,81469.194434,142001.909228,40708.103389,-0.000000,40706.416282,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082994,-0.000000,80917.001584,40453.360659,40433.457724,-0.000000,40428.027840,-0.000000,40426.983564,20206.796070,40907.748618,40899.818471,-0.000000,-0.000000,-0.000000,87399.747062,0.000000,0.000000,122416.767163,-0.000000,40712.566235,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057758,556484.429613,-0.000000,388813.827195,87425.258671,556484.503022,148146.068219,388813.863775,87425.260659,-0.000000
2001-08-01 12:03:06 PDT,687962.925377,687948.812593,21490.803502,-0.000000,665340.219235,0.000000,0.000000,0.000000,664764.259395,21311.521078,-0.000000,643005.707510,0.000000,-0.000000,120478.195830,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887961,0.000000,42167.324572,-34956.184364,-0.000000,-34971.920190,-0.000000,-34990.232488,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171296,120026.548701,-0.000000,62944.142720,20958.727634,-0.000000,119940.517330,41878.741581,77991.499536,-0.000000,77947.476647,0.000000,38152.566139,38133.009767,-0.000000,-0.000000,555592.849160,555050.684861,20948.296227,533708.991599,20948.396963,62322.969171,469558.384934,20753.170670,-0.000000,77652.919636,77544.243185,77471.065113,765.800854,-0.000000,-0.000000,260416.601668,128393.567525,0.000000,0.000000,0.000000,-0.000000,260008.286303,0.000000,0.000000,81469.194412,142001.909191,40708.103378,-0.000000,40706.416271,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082962,-0.000000,80917.001562,40453.360648,40433.457713,-0.000000,40428.027829,-0.000000,40426.983553,20206.796064,40907.748607,40899.818460,-0.000000,-0.000000,-0.000000,87399.747080,0.000000,0.000000,122416.767130,-0.000000,40712.566224,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057806,556484.429699,-0.000000,388813.827168,87425.258690,556484.503108,148146.068268,388813.863748,87425.260677,-0.000000
2001-08-01 12:03:07 PDT,687962.925236,687948.812452,21490.803503,-0.000000,665340.219116,0.000000,0.000000,0.000000,664764.259292,21311.521079,-0.000000,643005.707416,0.000000,-0.000000,120478.195792,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887979,0.000000,42167.324574,-34956.184374,-0.000000,-34971.920200,-0.000000,-34990.232498,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171300,120026.548690,-0.000000,62944.142724,20958.727635,-0.000000,119940.517320,41878.741583,77991.499523,-0.000000,77947.476635,0.000000,38152.566137,38133.009764,-0.000000,-0.000000,555592.849138,555050.684845,20948.296229,533708.991584,20948.396964,62322.969176,469558.384922,20753.170671,-0.000000,77652.919631,77544.243181,77471.065109,765.800843,-0.000000,-0.000000,260416.601680,128393.567522,0.000000,0.000000,0.000000,-0.000000,260008.286316,0.000000,0.000000,81469.194420,142001.909204,40708.103382,-0.000000,40706.416275,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082973,-0.000000,80917.001570,40453.360652,40433.457717,-0.000000,40428.027833,-0.000000,40426.983556,20206.796066,40907.748611,40899.818463,-0.000000,-0.000000,-0.000000,87399.747073,0.000000,0.000000,122416.767142,-0.000000,40712.566228,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057788,556484.429667,-0.000000,388813.827177,87425.258683,556484.503076,148146.068250,388813.863756,87425.260670,-0.000000
2001-08-01 12:03:08 PDT,687962.925287,687948.812503,21490.803503,-0.000000,665340.219160,0.000000,0.000000,0.000000,664764.259329,21311.521079,-0.000000,643005.707451,0.000000,-0.000000,120478.195805,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887972,0.000000,42167.324573,-34956.184371,-0.000000,-34971.920196,-0.000000,-34990.232494,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171298,120026.548694,-0.000000,62944.142723,20958.727635,-0.000000,119940.517324,41878.741582,77991.499528,-0.000000,77947.476639,0.000000,38152.566138,38133.009765,-0.000000,-0.000000,555592.849146,555050.684851,20948.296228,533708.991590,20948.396964,62322.969174,469558.384926,20753.170671,-0.000000,77652.919633,77544.243182,77471.065110,765.800847,-0.000000,-0.000000,260416.601676,128393.567523,0.000000,0.000000,0.000000,-0.000000,260008.286312,0.000000,0.000000,81469.194417,142001.909200,40708.103381,-0.000000,40706.416274,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082970,-0.000000,80917.001567,40453.360651,40433.457716,-0.000000,40428.027831,-0.000000,40426.983555,20206.796066,40907.748609,40899.818462,-0.000000,-0.000000,-0.000000,87399.747076,0.000000,0.000000,122416.767138,-0.000000,40712.566227,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057795,556484.429679,-0.000000,388813.827174,87425.258686,556484.503088,148146.068256,388813.863754,87425.260673,-0.000000
2001-08-01 12:03:09 PDT,687962.925269,687948.812485,21490.803503,-0.000000,665340.219144,0.000000,0.000000,0.000000,664764.259316,21311.521079,-0.000000,643005.707438,0.000000,-0.000000,120478.195800,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887975,0.000000,42167.324574,-34956.184372,-0.000000,-34971.920198,-0.000000,-34990.232495,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171299,120026.548693,-0.000000,62944.142723,20958.727635,-0.000000,119940.517322,41878.741583,77991.499526,-0.000000,77947.476638,0.000000,38152.566137,38133.009765,-0.000000,-0.000000,555592.849143,555050.684849,20948.296229,533708.991588,20948.396964,62322.969175,469558.384925,20753.170671,-0.000000,77652.919632,77544.243182,77471.065110,765.800846,-0.000000,-0.000000,260416.601678,128393.567522,0.000000,0.000000,0.000000,-0.000000,260008.286313,0.000000,0.000000,81469.194418,142001.909201,40708.103381,-0.000000,40706.416274,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082971,-0.000000,80917.001568,40453.360651,40433.457716,-0.000000,40428.027832,-0.000000,40426.983556,20206.796066,40907.748610,40899.818463,-0.000000,-0.000000,-0.000000,87399.747075,0.000000,0.000000,122416.767139,-0.000000,40712.566227,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057793,556484.429674,-0.000000,388813.827175,87425.258685,556484.503083,148146.068254,388813.863755,87425.260672,-0.000000
2001-08-01 12:03:10 PDT,687962.925275,687948.812492,21490.803503,-0.000000,665340.219149,0.000000,0.000000,0.000000,664764.259321,21311.521079,-0.000000,643005.707443,0.000000,-0.000000,120478.195802,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887974,0.000000,42167.324574,-34956.184371,-0.000000,-34971.920197,-0.000000,-34990.232495,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171298,120026.548693,-0.000000,62944.142723,20958.727635,-0.000000,119940.517323,41878.741583,77991.499527,-0.000000,77947.476638,0.000000,38152.566138,38133.009765,-0.000000,-0.000000,555592.849144,555050.684850,20948.296229,533708.991589,20948.396964,62322.969174,469558.384925,20753.170671,-0.000000,77652.919632,77544.243182,77471.065110,765.800846,-0.000000,-0.000000,260416.601677,128393.567523,0.000000,0.000000,0.000000,-0.000000,260008.286313,0.000000,0.000000,81469.194417,142001.909201,40708.103381,-0.000000,40706.416274,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082970,-0.000000,80917.001568,40453.360651,40433.457716,-0.000000,40428.027832,-0.000000,40426.983555,20206.796066,40907.748610,40899.818462,-0.000000,-0.000000,-0.000000,87399.747075,0.000000,0.000000,122416.767139,-0.000000,40712.566227,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057794,556484.429676,-0.000000,388813.827175,87425.258685,556484.503085,148146.068255,388813.863754,87425.260672,-0.000000
2001-08-01 12:03:11 PDT,687962.925273,687948.812489,21490.803503,-0.000000,665340.219147,0.000000,0.000000,0.000000,664764.259319,21311.521079,-0.000000,643005.707441,0.000000,-0.000000,120478.195802,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887974,0.000000,42167.324574,-34956.184372,-0.000000,-34971.920197,-0.000000,-34990.232495,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171299,120026.548693,-0.000000,62944.142723,20958.727635,-0.000000,119940.517323,41878.741583,77991.499526,-0.000000,77947.476638,0.000000,38152.566138,38133.009765,-0.000000,-0.000000,555592.849144,555050.684849,20948.296229,533708.991588,20948.396964,62322.969174,469558.384925,20753.170671,-0.000000,77652.919632,77544.243182,77471.065110,765.800846,-0.000000,-0.000000,260416.601677,128393.567523,0.000000,0.000000,0.000000,-0.000000,260008.286313,0.000000,0.000000,81469.194418,142001.909201,40708.103381,-0.000000,40706.416274,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082971,-0.000000,80917.001568,40453.360651,40433.457716,-0.000000,40428.027832,-0.000000,40426.983555,20206.796066,40907.748610,40899.818462,-0.000000,-0.000000,-0.000000,87399.747075,0.000000,0.000000,122416.767139,-0.000000,40712.566227,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057793,556484.429675,-0.000000,388813.827175,87425.258685,556484.503084,148146.068254,388813.863754,87425.260672,-0.000000
2001-08-01 12:03:12 PDT,687962.925274,687948.812490,21490.803503,-0.000000,665340.219148,0.000000,0.000000,0.000000,664764.259319,21311.521079,-0.000000,643005.707442,0.000000,-0.000000,120478.195802,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887974,0.000000,42167.324574,-34956.184372,-0.000000,-34971.920197,-0.000000,-34990.232495,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171299,120026.548693,-0.000000,62944.142723,20958.727635,-0.000000,119940.517323,41878.741583,77991.499527,-0.000000,77947.476638,0.000000,38152.566138,38133.009765,-0.000000,-0.000000,555592.849144,555050.684849,20948.296229,533708.991588,20948.396964,62322.969174,469558.384925,20753.170671,-0.000000,77652.919632,77544.243182,77471.065110,765.800846,-0.000000,-0.000000,260416.601677,128393.567523,0.000000,0.000000,0.000000,-0.000000,260008.286313,0.000000,0.000000,81469.194418,142001.909201,40708.103381,-0.000000,40706.416274,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082971,-0.000000,80917.001568,40453.360651,40433.457716,-0.000000,40428.027832,-0.000000,40426.983555,20206.796066,40907.748610,40899.818462,-0.000000,-0.000000,-0.000000,87399.747075,0.000000,0.000000,122416.767139,-0.000000,40712.566227,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057793,556484.429676,-0.000000,388813.827175,87425.258685,556484.503085,148146.068254,388813.863754,87425.260672,-0.000000
2001-08-01 12:03:13 PDT,687962.925273,687948.812490,21490.803503,-0.000000,665340.219148,0.000000,0.000000,0.000000,664764.259319,21311.521079,-0.000000,643005.707442,0.000000,-0.000000,120478.195802,0.000000,0.000000,0.000000,0.000000,-0.000000,-27771.887974,0.000000,42167.324574,-34956.184372,-0.000000,-34971.920197,-0.000000,-34990.232495,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,62965.171299,120026.548693,-0.000000,62944.142723,20958.727635,-0.000000,119940.517323,41878.741583,77991.499527,-0.000000,77947.476638,0.000000,38152.566138,38133.009765,-0.000000,-0.000000,555592.849144,555050.684849,20948.296229,533708.991588,20948.396964,62322.969174,469558.384925,20753.170671,-0.000000,77652.919632,77544.243182,77471.065110,765.800846,-0.000000,-0.000000,260416.601677,128393.567523,0.000000,0.000000,0.000000,-0.000000,260008.286313,0.000000,0.000000,81469.194418,142001.909201,40708.103381,-0.000000,40706.416274,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,121509.082971,-0.000000,80917.001568,40453.360651,40433.457716,-0.000000,40428.027832,-0.000000,40426.983555,20206.796066,40907.748610,40899.818462,-0.000000,-0.000000,-0.000000,87399.747075,0.000000,0.000000,122416.767139,-0.000000,40712.566227,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148146.057793,556484.429676,-0.000000,388813.827175,87425.258685,556484.503084,148146.068254,388813.863754,87425.260672,-0.000000
