# file...... output/s_in.csv
# date...... Fri Apr 22 11:04:33 2022
# user...... nathangray
# host...... (null)
# target.... meter 418
# trigger... (none)
# interval.. 1
# limit..... 0
# timestamp,measured_power.real,measured_power.imag,measured_power_A.real,measured_power_A.imag,measured_power_B.real,measured_power_B.imag,measured_power_C.real,measured_power_C.imag
2001-08-01 12:00:18 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:19 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:20 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:21 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:22 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:23 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:24 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:25 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:26 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:27 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:28 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:29 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:30 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:31 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:32 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:33 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:34 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:35 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:36 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:37 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:38 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:39 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:40 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:41 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:42 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:43 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:44 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:45 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:46 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:47 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:48 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:49 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:50 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:51 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:52 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:53 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:54 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:55 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:56 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:57 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:58 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:00:59 PDT,+2181636.37575,+2184433.52839,+947178.679115,+831624.714155,+539984.714059,+653064.069695,+694472.98258,+699744.744537
2001-08-01 12:01:00 PDT,+2330437.00195,+2181780.5377,+996985.217643,+830636.88428,+589240.013782,+652332.546386,+744211.770524,+698811.107035
2001-08-01 12:01:01 PDT,+2330437.07545,+2181780.85208,+996985.495964,+830637.762332,+589239.933423,+652332.026743,+744211.646062,+698811.063006
